ENCODINGIDENTIFIER,LOOKUPKEY,PRIMARYIDENTIFIER,SECONDARYIDENTIFIER,EPC,EPCLOCKCODE,ACCESSPASSWORD,ACCESSPASSWORDLOCKCODE,KILLPASSWORD,KILLPASSWORDLOCKCODE,USERMEMORY,USERMEMORYLOCKCODE,TIDMODE,MASKBITLENGTH
ZMD5,4507815074036 ,4507815074036 ,y,0A48347A55F7A5C0004A2A381B400443,Lock,5FC30360,Lock,,PermaLock,004A2A38,Lock,FALSE,0
ZMD5,4507815074036 ,4507815074036 ,y,0A48347A55F7A5C0004A2A391B400443,Lock,F2F17BE6,Lock,,PermaLock,004A2A39,Lock,FALSE,0
ZMD5,4507815074036 ,4507815074036 ,y,0A48347A55F7A5C0004A2A3A1B400443,Lock,7F72941B,Lock,,PermaLock,004A2A3A,Lock,FALSE,0
ZMD5,4507815074036 ,4507815074036 ,y,0A48347A55F7A5C0004A2A3B1B400443,Lock,2E338945,Lock,,PermaLock,004A2A3B,Lock,FALSE,0
ZMD5,4507815074036 ,4507815074036 ,y,0A48347A55F7A5C0004A2A3C1B400443,Lock,9F3E0F33,Lock,,PermaLock,004A2A3C,Lock,FALSE,0
ZMD5,4507815074036 ,4507815074036 ,y,0A48347A55F7A5C0004A2A3D1B400443,Lock,13E4D976,Lock,,PermaLock,004A2A3D,Lock,FALSE,0
ZMD5,4507815074036 ,4507815074036 ,y,0A48347A55F7A5C0004A2A3E1B400443,Lock,9445D9CE,Lock,,PermaLock,004A2A3E,Lock,FALSE,0
ZMD5,4507815074036 ,4507815074036 ,y,0A48347A55F7A5C0004A2A3F1B400443,Lock,125868CC,Lock,,PermaLock,004A2A3F,Lock,FALSE,0
ZMD5,4507815074036 ,4507815074036 ,y,0A48347A55F7A5C0004A2A401B400443,Lock,D203639C,Lock,,PermaLock,004A2A40,Lock,FALSE,0
ZMD5,4507815074036 ,4507815074036 ,y,0A48347A55F7A5C0004A2A411B400443,Lock,1C49CB50,Lock,,PermaLock,004A2A41,Lock,FALSE,0
ZMD5,4507815074036 ,4507815074036 ,y,0A48347A55F7A5C0004A2A421B400443,Lock,4A117A67,Lock,,PermaLock,004A2A42,Lock,FALSE,0
ZMD5,4507815074036 ,4507815074036 ,y,0A48347A55F7A5C0004A2A431B400443,Lock,75098B64,Lock,,PermaLock,004A2A43,Lock,FALSE,0
ZMD5,4507815074036 ,4507815074036 ,y,0A48347A55F7A5C0004A2A441B400443,Lock,F518BF10,Lock,,PermaLock,004A2A44,Lock,FALSE,0
ZMD5,4507815074036 ,4507815074036 ,y,0A48347A55F7A5C0004A2A451B400443,Lock,72882C49,Lock,,PermaLock,004A2A45,Lock,FALSE,0
ZMD5,4507815074036 ,4507815074036 ,y,0A48347A55F7A5C0004A2A461B400443,Lock,79FDCC2F,Lock,,PermaLock,004A2A46,Lock,FALSE,0
ZMD5,4507815074036 ,4507815074036 ,y,0A48347A55F7A5C0004A2A471B400443,Lock,1895B272,Lock,,PermaLock,004A2A47,Lock,FALSE,0
ZMD5,4507815074036 ,4507815074036 ,y,0A48347A55F7A5C0004A2A481B400443,Lock,2E3EE953,Lock,,PermaLock,004A2A48,Lock,FALSE,0
ZMD5,4507815074036 ,4507815074036 ,,0A48347A55F7A5C0004A2A491B400443,Lock,16062366,Lock,,PermaLock,004A2A49,Lock,FALSE,0
ZMD5,4507815074036 ,4507815074036 ,y,0A48347A55F7A5C0004A2A4A1B400443,Lock,6F976A49,Lock,,PermaLock,004A2A4A,Lock,FALSE,0
ZMD5,4507815074036 ,4507815074036 ,y,0A48347A55F7A5C0004A2A4B1B400443,Lock,4C7A5CCE,Lock,,PermaLock,004A2A4B,Lock,FALSE,0
ZMD5,4507815074036 ,4507815074036 ,y,0A48347A55F7A5C0004A2A4C1B400443,Lock,40F8BC92,Lock,,PermaLock,004A2A4C,Lock,FALSE,0
ZMD5,4507815074036 ,4507815074036 ,y,0A48347A55F7A5C0004A2A4D1B400443,Lock,344F92D1,Lock,,PermaLock,004A2A4D,Lock,FALSE,0
ZMD5,4507815074036 ,4507815074036 ,y,0A48347A55F7A5C0004A2A4E1B400443,Lock,5DBB2C27,Lock,,PermaLock,004A2A4E,Lock,FALSE,0
ZMD5,4507815074036 ,4507815074036 ,y,0A48347A55F7A5C0004A2A4F1B400443,Lock,D4B8C726,Lock,,PermaLock,004A2A4F,Lock,FALSE,0
ZMD5,4507815074036 ,4507815074036 ,,0A48347A55F7A5C0004A2A501B400443,Lock,6AC9D017,Lock,,PermaLock,004A2A50,Lock,FALSE,0
ZMD5,4507815074036 ,4507815074036 ,,0A48347A55F7A5C0004A2A511B400443,Lock,403ADF77,Lock,,PermaLock,004A2A51,Lock,FALSE,0
ZMD5,4507815074036 ,4507815074036 ,,0A48347A55F7A5C0004A2A521B400443,Lock,3ADEB30E,Lock,,PermaLock,004A2A52,Lock,FALSE,0
ZMD5,4507815074036 ,4507815074036 ,,0A48347A55F7A5C0004A2A531B400443,Lock,CE9F7EA9,Lock,,PermaLock,004A2A53,Lock,FALSE,0
ZMD5,4507815074036 ,4507815074036 ,,0A48347A55F7A5C0004A2A541B400443,Lock,D24E5625,Lock,,PermaLock,004A2A54,Lock,FALSE,0
ZMD5,4507815074036 ,4507815074036 ,,0A48347A55F7A5C0004A2A551B400443,Lock,D621FB39,Lock,,PermaLock,004A2A55,Lock,FALSE,0
ZMD5,4507815074036 ,4507815074036 ,,0A48347A55F7A5C0004A2A561B400443,Lock,D8E0B20F,Lock,,PermaLock,004A2A56,Lock,FALSE,0
ZMD5,4507815074036 ,4507815074036 ,,0A48347A55F7A5C0004A2A571B400443,Lock,803203,Lock,,PermaLock,004A2A57,Lock,FALSE,0
ZMD5,4507815074036 ,4507815074036 ,,0A48347A55F7A5C0004A2A581B400443,Lock,6B9783E7,Lock,,PermaLock,004A2A58,Lock,FALSE,0
ZMD5,4507815074036 ,4507815074036 ,,0A48347A55F7A5C0004A2A591B400443,Lock,D4883D70,Lock,,PermaLock,004A2A59,Lock,FALSE,0
ZMD5,4507815074036 ,4507815074036 ,,0A48347A55F7A5C0004A2A5A1B400443,Lock,89CFDE7D,Lock,,PermaLock,004A2A5A,Lock,FALSE,0
ZMD5,4507815074036 ,4507815074036 ,,0A48347A55F7A5C0004A2A5B1B400443,Lock,BC3620D5,Lock,,PermaLock,004A2A5B,Lock,FALSE,0
ZMD5,4507815074036 ,4507815074036 ,,0A48347A55F7A5C0004A2A5C1B400443,Lock,25A5ED85,Lock,,PermaLock,004A2A5C,Lock,FALSE,0
ZMD5,4507815074036 ,4507815074036 ,,0A48347A55F7A5C0004A2A5D1B400443,Lock,B8288EDE,Lock,,PermaLock,004A2A5D,Lock,FALSE,0
ZMD5,4507815074036 ,4507815074036 ,,0A48347A55F7A5C0004A2A5E1B400443,Lock,4E486128,Lock,,PermaLock,004A2A5E,Lock,FALSE,0
ZMD5,4507815074036 ,4507815074036 ,,0A48347A55F7A5C0004A2A5F1B400443,Lock,0AEF4ADA,Lock,,PermaLock,004A2A5F,Lock,FALSE,0
ZMD5,4507815074036 ,4507815074036 ,,0A48347A55F7A5C0004A2A601B400443,Lock,AACEA480,Lock,,PermaLock,004A2A60,Lock,FALSE,0
ZMD5,4507815074036 ,4507815074036 ,,0A48347A55F7A5C0004A2A611B400443,Lock,EC4197E9,Lock,,PermaLock,004A2A61,Lock,FALSE,0
ZMD5,4507815074036 ,4507815074036 ,,0A48347A55F7A5C0004A2A621B400443,Lock,7607917C,Lock,,PermaLock,004A2A62,Lock,FALSE,0
ZMD5,4507815074036 ,4507815074036 ,,0A48347A55F7A5C0004A2A631B400443,Lock,3F04DFF2,Lock,,PermaLock,004A2A63,Lock,FALSE,0
ZMD5,4507815074036 ,4507815074036 ,,0A48347A55F7A5C0004A2A641B400443,Lock,6771549F,Lock,,PermaLock,004A2A64,Lock,FALSE,0
ZMD5,4507815074036 ,4507815074036 ,,0A48347A55F7A5C0004A2A651B400443,Lock,EDAECAED,Lock,,PermaLock,004A2A65,Lock,FALSE,0
ZMD5,4507815074036 ,4507815074036 ,,0A48347A55F7A5C0004A2A661B400443,Lock,66D2576F,Lock,,PermaLock,004A2A66,Lock,FALSE,0
ZMD5,4507815074036 ,4507815074036 ,,0A48347A55F7A5C0004A2A671B400443,Lock,92326F59,Lock,,PermaLock,004A2A67,Lock,FALSE,0
ZMD5,4507815074036 ,4507815074036 ,,0A48347A55F7A5C0004A2A681B400443,Lock,322645D9,Lock,,PermaLock,004A2A68,Lock,FALSE,0
ZMD5,4507815074036 ,4507815074036 ,,0A48347A55F7A5C0004A2A691B400443,Lock,3BE39FB8,Lock,,PermaLock,004A2A69,Lock,FALSE,0
ZMD5,4507815074036 ,4507815074036 ,,0A48347A55F7A5C0004A2A6A1B400443,Lock,6B12FF75,Lock,,PermaLock,004A2A6A,Lock,FALSE,0
ZMD5,4507815074036 ,4507815074036 ,,0A48347A55F7A5C0004A2A6B1B400443,Lock,A3FBEF31,Lock,,PermaLock,004A2A6B,Lock,FALSE,0
ZMD5,4507815074036 ,4507815074036 ,,0A48347A55F7A5C0004A2A6C1B400443,Lock,18B060C6,Lock,,PermaLock,004A2A6C,Lock,FALSE,0
ZMD5,4507815074036 ,4507815074036 ,,0A48347A55F7A5C0004A2A6D1B400443,Lock,BEF8037A,Lock,,PermaLock,004A2A6D,Lock,FALSE,0
ZMD5,4507815074036 ,4507815074036 ,,0A48347A55F7A5C0004A2A6E1B400443,Lock,BEE4F752,Lock,,PermaLock,004A2A6E,Lock,FALSE,0
ZMD5,4507815074036 ,4507815074036 ,,0A48347A55F7A5C0004A2A6F1B400443,Lock,83CB29C4,Lock,,PermaLock,004A2A6F,Lock,FALSE,0
ZMD5,4507815074036 ,4507815074036 ,,0A48347A55F7A5C0004A2A701B400443,Lock,A4F73C70,Lock,,PermaLock,004A2A70,Lock,FALSE,0
ZMD5,4507815074036 ,4507815074036 ,,0A48347A55F7A5C0004A2A711B400443,Lock,E80FB9E0,Lock,,PermaLock,004A2A71,Lock,FALSE,0
ZMD5,4507815074036 ,4507815074036 ,,0A48347A55F7A5C0004A2A721B400443,Lock,8D51508F,Lock,,PermaLock,004A2A72,Lock,FALSE,0
ZMD5,4507815074036 ,4507815074036 ,,0A48347A55F7A5C0004A2A731B400443,Lock,A7ED1DF9,Lock,,PermaLock,004A2A73,Lock,FALSE,0
ZMD5,4507815074036 ,4507815074036 ,,0A48347A55F7A5C0004A2A741B400443,Lock,2CB4EB08,Lock,,PermaLock,004A2A74,Lock,FALSE,0
ZMD5,4507815074036 ,4507815074036 ,,0A48347A55F7A5C0004A2A751B400443,Lock,9139CFAC,Lock,,PermaLock,004A2A75,Lock,FALSE,0
ZMD5,4507815074036 ,4507815074036 ,,0A48347A55F7A5C0004A2A761B400443,Lock,5F399AD5,Lock,,PermaLock,004A2A76,Lock,FALSE,0
ZMD5,4507815074036 ,4507815074036 ,,0A48347A55F7A5C0004A2A771B400443,Lock,82CE937C,Lock,,PermaLock,004A2A77,Lock,FALSE,0
ZMD5,4507815074036 ,4507815074036 ,,0A48347A55F7A5C0004A2A781B400443,Lock,21D1D023,Lock,,PermaLock,004A2A78,Lock,FALSE,0
ZMD5,4507815074036 ,4507815074036 ,,0A48347A55F7A5C0004A2A791B400443,Lock,500ED2FC,Lock,,PermaLock,004A2A79,Lock,FALSE,0
ZMD5,4507815074036 ,4507815074036 ,,0A48347A55F7A5C0004A2A7A1B400443,Lock,959FA4EF,Lock,,PermaLock,004A2A7A,Lock,FALSE,0
ZMD5,4507815074036 ,4507815074036 ,,0A48347A55F7A5C0004A2A7B1B400443,Lock,65B5CA9B,Lock,,PermaLock,004A2A7B,Lock,FALSE,0
ZMD5,4507815074036 ,4507815074036 ,,0A48347A55F7A5C0004A2A7C1B400443,Lock,64999561,Lock,,PermaLock,004A2A7C,Lock,FALSE,0
ZMD5,4507815074036 ,4507815074036 ,,0A48347A55F7A5C0004A2A7D1B400443,Lock,973FEC6B,Lock,,PermaLock,004A2A7D,Lock,FALSE,0
ZMD5,4507815074036 ,4507815074036 ,,0A48347A55F7A5C0004A2A7E1B400443,Lock,029FA660,Lock,,PermaLock,004A2A7E,Lock,FALSE,0
ZMD5,4507815074036 ,4507815074036 ,,0A48347A55F7A5C0004A2A7F1B400443,Lock,87B590BF,Lock,,PermaLock,004A2A7F,Lock,FALSE,0
ZMD5,4507815074036 ,4507815074036 ,,0A48347A55F7A5C0004A2A801B400443,Lock,0D69B9FF,Lock,,PermaLock,004A2A80,Lock,FALSE,0
ZMD5,4507815074036 ,4507815074036 ,,0A48347A55F7A5C0004A2A811B400443,Lock,BD4AA69B,Lock,,PermaLock,004A2A81,Lock,FALSE,0
ZMD5,4507815074036 ,4507815074036 ,,0A48347A55F7A5C0004A2A821B400443,Lock,721139B2,Lock,,PermaLock,004A2A82,Lock,FALSE,0
ZMD5,4507815074036 ,4507815074036 ,,0A48347A55F7A5C0004A2A831B400443,Lock,116AB7EE,Lock,,PermaLock,004A2A83,Lock,FALSE,0
ZMD5,4507815074036 ,4507815074036 ,,0A48347A55F7A5C0004A2A841B400443,Lock,F5EBE548,Lock,,PermaLock,004A2A84,Lock,FALSE,0
ZMD5,4507815074036 ,4507815074036 ,,0A48347A55F7A5C0004A2A851B400443,Lock,252B9EBA,Lock,,PermaLock,004A2A85,Lock,FALSE,0
ZMD5,4507815074036 ,4507815074036 ,,0A48347A55F7A5C0004A2A861B400443,Lock,79FAE694,Lock,,PermaLock,004A2A86,Lock,FALSE,0
ZMD5,4507815074036 ,4507815074036 ,,0A48347A55F7A5C0004A2A871B400443,Lock,1CE7D11E,Lock,,PermaLock,004A2A87,Lock,FALSE,0
ZMD5,4507815074036 ,4507815074036 ,,0A48347A55F7A5C0004A2A881B400443,Lock,142EC97B,Lock,,PermaLock,004A2A88,Lock,FALSE,0
ZMD5,4507815074036 ,4507815074036 ,,0A48347A55F7A5C0004A2A891B400443,Lock,AE0918F4,Lock,,PermaLock,004A2A89,Lock,FALSE,0
ZMD5,4507815074036 ,4507815074036 ,,0A48347A55F7A5C0004A2A8A1B400443,Lock,F67E7BDA,Lock,,PermaLock,004A2A8A,Lock,FALSE,0
ZMD5,4507815074036 ,4507815074036 ,,0A48347A55F7A5C0004A2A8B1B400443,Lock,2F147122,Lock,,PermaLock,004A2A8B,Lock,FALSE,0
ZMD5,4507815074036 ,4507815074036 ,,0A48347A55F7A5C0004A2A8C1B400443,Lock,64C3E110,Lock,,PermaLock,004A2A8C,Lock,FALSE,0
ZMD5,4507815074036 ,4507815074036 ,,0A48347A55F7A5C0004A2A8D1B400443,Lock,33A7A0C1,Lock,,PermaLock,004A2A8D,Lock,FALSE,0
ZMD5,4507815074036 ,4507815074036 ,,0A48347A55F7A5C0004A2A8E1B400443,Lock,935A8052,Lock,,PermaLock,004A2A8E,Lock,FALSE,0
